uri,title,author,avail_date,digi_pub_date,citation_date,description,pages,language,publisher,rights,classification,keywords,keywords,en_title
http://dli.ernet.in/kanaja/handle/2015/554160,ಆಯ್ದ_ವಿಮರ್ಶ-ಪ್ರಬಂಧಗಳು,ಡಾ.ಸಿ.ಪಿ.ಕೃಷ್ಣಕುಮಾರ್ ,2017-02-23T12:24:38Z,23-02-2017,16/12/2010,ಯಾವುದೇ ಸಾರ್ವತ್ರಿಕ ಮಹಾಕೃತಿ ಒಂದು ಜನಾಂಗದ ಸಮಗ್ರ ಮನೋಧರ್ಮವನ್ನು ಗರ್ಭೀಕರಿಸಿಕೊಂಡಿರುವುದರ ಜೊತೆಗೆ ಅನೇಕ ಅನ್ಯ ಸಾಹಿತ್ಯಗಳಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಅಷ್ಟೇ ಮಹತ್ವವುಳ್ಳದ್ದಾಗಿರಬೇಕು ಎಂದು,99,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಕುವೆಂಪು ಸಾಹಿತ್ಯ ಕುರಿತು,ಆಯ್ದ_ವಿಮರ್ಶ-ಪ್ರಬಂಧಗಳು,ಡಾ.ಸಿ.ಪಿ.ಕೃಷ್ಣಕುಮಾರ್  ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Ayda_Vimarsha_Prabandhagalu
http://dli.ernet.in/kanaja/handle/2015/554161,ಪ್ರಶ್ನೆ,ಯು.ಆರ್ .ಅನಂತಮೂರ್ತಿ,2017-02-23T12:24:39Z,23-02-2017,24/11/2011,ರಾತ್ರಿಯ ಕತ್ತಲಿನಲ್ಲಿ ಯಾರ ಕಣ್ಣಿಗೂ ಬೀಳದೆ ಎಲ್ಲೆಲ್ಲಿಂದಲೂ ಹೊಲಸು ಕೊಚ್ಚೆ ಗುಂಡಿಗಳಿಂದ ಗೊಟರು ಹಾಕುವ ಗೊಂಟರು ಕಪ್ಪೆಗಳ ಶ್ವಾಸಕೋಶ ಎಂಥದಿರಬೇಕೆಂದು ಯೋಚಿಸುತ್ತ ನಿದ್ದೆ ಬಾರದೆ ರಾಜಣ್ಣ ಎದ್ದು ಕೂತ.,97,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಆಯ್ದ ಸಣ್ಣ ಕಥೆ,ಪ್ರಶ್ನೆ,ಯು.ಆರ್ .ಅನಂತಮೂರ್ತಿ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Prashne
http://dli.ernet.in/kanaja/handle/2015/554162,ಬೆಟ್ಟದಿಂದ_ಬಟ್ಟಲಿಗೆ,ಎಚ್ .ಎಲ್ .ನಾಗೇಗೌಡ,2017-02-23T12:24:39Z,23-02-2017,24/01/2011,"ಜಗತ್ತಿನ ಪಾಪವನ್ನು ತೊಳೆಯುವುದಕ್ಕಾಗಿ ಹರಿಯ ಅಡಿಯಿಂದ ಹರನ ಜಡೆಯಿಂದ ಜಹ್ನುವಿನ ಕಿವಿಯಿಂದ ""ಗಂಗಾವತರಣ""ವಾದಂತೆ, ಲೋಕದ ಜನರ ಜಡವನ್ನು ಕಳೆಯಲಿಕ್ಕಾಗಿ ಗಿರಿಯಮೇಲಿಂದ ಬೆಟ್ಟದೋರೆಯಿಂದ ಕಣಿವೆಯೆಡೆಯಿಂದ ""ಕಾಫಿಯವತರಣ""ವಾಯಿತೆಂದರೆ ತಪ್ಪಿಲ್ಲ!",136,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ವಿಚಾರ ಸಾಹಿತ್ಯ,ಬೆಟ್ಟದಿಂದ_ಬಟ್ಟಲಿಗೆ,ಎಚ್ .ಎಲ್ .ನಾಗೇಗೌಡ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Bettadinda_Battalige
http://dli.ernet.in/kanaja/handle/2015/554163,ರಂಗಣ್ಣನ_ಕನಸಿನ_ದಿನಗಳು,ಎಂ.ಆರ್ .ಶ್ರೀನಿವಾಸಮೂರ್ತಿ,2017-02-23T12:24:40Z,23-02-2017,24/01/2011,"ರಂಗಣ್ಣ ಎರಡು ತಿಂಗಳು ಕಾಲ ರಜೆ ತೆಗೆದುಕೊಂಡು ಬೆಂಗಳೂರಿಗೆ ಬಂದು ವಾಸಮಾಡುತ್ತಿದ್ದನು. ಶಿವಮೊಗ್ಗದಲ್ಲಿ ಪಿತ್ತವೇರಿಸುವ ತುಂಗಾ ಪಾನವನ್ನು ನಿತ್ಯವೂ ಮಾಡಿ ಕಿವಿ, ಮೂಗು, ಬಾಯಿಗಳಿಗೆಲ್ಲ ಮುಸುರುವ ಸೊಳ್ಳೆಗಳ ಗಾನವನ್ನು ಹಗಲಿರುಳೂ ಕೇಳಿ,",147,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಹಾಸ್ಯ ಬರಹಗಳು,ರಂಗಣ್ಣನ_ಕನಸಿನ_ದಿನಗಳು,ಎಂ.ಆರ್ .ಶ್ರೀನಿವಾಸಮೂರ್ತಿ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Rangannana_Kanasina_Dinagalu
http://dli.ernet.in/kanaja/handle/2015/554164,ವಾಲ್ಮೀಕಿ_ರಾಮಾಯಣ,ವಿ.ಸೀ,2017-02-23T12:24:40Z,23-02-2017,24/01/2011,ರಾಮಾಯಣ ಗ್ರಂಥದ ಕರ್ತೃವಾಗಿ ಮಾತ್ರ ವಾಲ್ಮೀಕಿಯ ಹೆಸರು ನಮ್ಮಲ್ಲಿ ಪ್ರಾಧಾನ್ಯತೆ ಪಡೆದಿದೆ. ಆ ಹೆಸರಿನ ಮನುಷ್ಯನನ್ನು ಕುರಿತ ಸಂಗತಿಗಳು ಒಂದೊ ಎರಡೊ ಮಾತ್ರ.,254,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಪುರಾಣ ಕಥೆಗಳು,ವಾಲ್ಮೀಕಿ_ರಾಮಾಯಣ,ವಿ.ಸೀ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Valmiki_Ramayana
http://dli.ernet.in/kanaja/handle/2015/554167,ಸುಳಿ,ಸಾರಾ ಅಬೂಬಕ್ಕರ್ ,2017-02-23T12:24:40Z,23-02-2017,24/01/2011,"ಸಮುದ್ರ ತೀರದ ಆ ಹಾದಿಯಲ್ಲಿ ಮುಂದುವರಿದಾಗ ಮಮ್ಮೂಟಿಯ ದೃಷ್ಟಿ ಸುತ್ತಲೂ ಹರಿಯಿತು. ಒಂದೆಡೆ ಹೊಲಗದ್ದೆಗಳು ಹಸಿರು ಪೈರುಗಳಿಂದ, ತೊಂಡೆ ಚಪ್ಪರದ ಮೇಲೆ ಹರಡಿದ ಬಿಳಿ ಹೂಗಳಿಂದ ಮತ್ತು ನೆಲದಲ್ಲೇ ಹರಡಿದ ಸಿಹಿ ಗುಂಬಳ ಬಳ್ಳಿಯಲ್ಲಿ ಬಿಟ್ಟ ಹಳದಿ ಹೂಗಳಿಂದ ಕಂಗೊಳಿಸುತ್ತಿದ್ದರೆ,",294,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಕಾದಂಬರಿ,ಸುಳಿ,ಸಾರಾ ಅಬೂಬಕ್ಕರ್  ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Suli
http://dli.ernet.in/kanaja/handle/2015/554169,ಕನ್ನಡಿಗರ_ಕರ್ಮಕಥೆ,ಗಳಗನಾಥ,2017-02-23T12:24:43Z,23-02-2017,24/01/2011,"ವಿಜಯನಗರ ಕೃಷ್ಣದೇವರಾಯನ ಕಾಲವು, ಕನ್ನಡಿಗರ ಅತ್ಯಂತ ಗೌರವದ ಕಾಲವೆಂದು ಹೇಳಲವಶ್ಯವಿಲ್ಲ. ಆಗಿನ ಕನ್ನಡಿಗರ ಪ್ರತಾಪದ ಅಬ್ಬರದಲ್ಲಿ ನೆರೆಹೊರೆಯ ಮುಸಲ್ಮಾನ ಅರಸರು ತತ್ತರಿಸುತ್ತಲಿದ್ದರು.",162,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಕಾದಂಬರಿ,ಕನ್ನಡಿಗರ_ಕರ್ಮಕಥೆ,ಗಳಗನಾಥ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Kannadigara_Karmakathe
http://dli.ernet.in/kanaja/handle/2015/554170,ಕವಿರಾಜಮಾರ್ಗ_ಮತ್ತು_ಕನ್ನಡ_ಜಗತ್ತು,ಕೆ.ವಿ.ಸುಬ್ಬಣ್ಣ,2017-02-23T12:24:43Z,23-02-2017,16/12/2010,"ದೆಹಲಿಯೊಳಗೇ ಇದ್ದೂ ಇದು ದೆಹಲಿಯಲ್ಲ ಎನ್ನಿಸುವಂಥ ತಮ್ಮ ಸುಂದರ ""ಸಂಸ್ಕೃತಿ ಗ್ರಾಮ""ದಲ್ಲಿ ಈ ಪುಟ್ಟ ಮಿತ್ರಕೂಟವನ್ನು ಏರ್ಪಡಿಸಿ ಓಂಪ್ರಕಾಶ್ ಜಿಯವರು ನನಗೆ ಅಪೂರ್ವವಾದ ಅವಕಾಶ ಕಲ್ಪಿಸಿಕೊಟ್ಟಿದ್ದಾರೆ.",180,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಕನ್ನಡ ಸಂಕಥನಗಳು,ಕವಿರಾಜಮಾರ್ಗ_ಮತ್ತು_ಕನ್ನಡ_ಜಗತ್ತು,ಕೆ.ವಿ.ಸುಬ್ಬಣ್ಣ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Kavarajamarga_Mattu_Kannada_Jagattu
http://dli.ernet.in/kanaja/handle/2015/554171,ಕುಸುಮಬಾಲೆ,ದೇವನೂರು ಮಹಾದೇವ,2017-02-23T12:24:43Z,23-02-2017,24/01/2011,"ಅಕ್ಕಮಹಾದೇವಮ್ಮನು ಗಂಡನ ತಿಥಿಯಾದ ಮಾರನೆಗೇ ತನ್ನ ತೌರಿಗೆ ಹೋದವಳು ಆರುವರುಷದ ಬಳಿಕ, ಅಪ್ಪ ಸತ್ತ ಹನ್ನೇಡು ತಿಂಗಳಿಗೆ ಹಟ್ಟಿ ಜೀತಗಾರನಿಗೆ ಹುಟ್ಟಿದವನೆಂಬ ಅಪವಾದದ ತನ್ನ ಕುಡಿ ಯಾಡನೊಡನೆ ಗಂಡನ ಮನೆಗೆ ಪಾಲಿಗಾಗಿ ಬರುವಳು.",172,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಕಾದಂಬರಿ,ಕುಸುಮಬಾಲೆ,ದೇವನೂರು ಮಹಾದೇವ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Kusumabale
http://dli.ernet.in/kanaja/handle/2015/554172,ಚಿದಂಬರ_ರಹಸ್ಯ,ಕೆ.ಪಿ.ಪೂರ್ಣಚಂದ್ರ ತೇಜಸ್ವಿ,2017-02-23T12:24:43Z,23-02-2017,24/01/2011,"""ಒಟ್ಟಿನಲ್ಲಿ ಕ್ರಾಂತಿ ಆಗಬೇಕಪ್ಪ!"" ಎಂದು ನಿಟ್ಟುಸಿರು ಬಿಡುತ್ತಾ ಜೋಸೆಫ್  ಅಂಗಾರ ತನಗೆ ತಾನೆ ಎಂಬಂತೆ ಹೇಳಿಕೊಂಡ.",137,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಕಾದಂಬರಿ,ಚಿದಂಬರ_ರಹಸ್ಯ,ಕೆ.ಪಿ.ಪೂರ್ಣಚಂದ್ರ ತೇಜಸ್ವಿ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Chidambara_Rahasya
http://dli.ernet.in/kanaja/handle/2015/554173,ಜನಪದ_ಕಥಾವಳಿ,ಡಾ.ಎಚ್ .ಜೆ.ಲಕ್ಕಪ್ಪಗೌಡ,2017-02-23T12:24:44Z,23-02-2017,24/01/2011,ಒಂದು ದೊಡ್ಡ ಮನೆ. ಸುತ್ತಲೂ ಹದಿನಾರು ಹಳ್ಳೀಲೂ ಅದು ಹೆಸರುವಾಸಿಯಾಗಿತ್ತು. ಆ ಮನೆಯಲ್ಲಿ ಐದು ಜನ ಅಣ್ಣತಮ್ಮದೀರು ಇದ್ದರು. ಕಿರಿಯೋನು ಕುಂಟ.,157,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಜಾನಪದ ಕಥೆಗಳು,ಜನಪದ_ಕಥಾವಳಿ,ಡಾ.ಎಚ್ .ಜೆ.ಲಕ್ಕಪ್ಪಗೌಡ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Janapada_kathavali
http://dli.ernet.in/kanaja/handle/2015/554174,ದಿವ್ಯಾ,ಯಶಪಾಲ್  (ಹಿಂದಿ ಮೂಲ) ಅನುವಾದ: ಪ್ರಧಾನ್  ಗುರುದತ್ತ,2017-02-23T12:24:44Z,23-02-2017,24/01/2011,ಕಲೆಯ ಅಧಿಷ್ಠಾತ್ರಿಯೂ ಆಗಿದ್ದ ದೇವಿ ಮಲ್ಲಿಕಾಳ ತರುಣ ಪುತ್ರಿ ರುಚಿರಾ ಅಕಾಲದಲ್ಲಿಯೇ ಕೊನೆಯುಸಿರನ್ನೆಳೆದಿದ್ದಳು.,173,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಐತಿಹಾಸಿಕ ಕಾದಂಬರಿ,ದಿವ್ಯಾ,ಯಶಪಾಲ್  (ಹಿಂದಿ ಮೂಲ) ಅನುವಾದ: ಪ್ರಧಾನ್  ಗುರುದತ್ತ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Davya
http://dli.ernet.in/kanaja/handle/2015/554175,ನಕ್ಷೆ_ನಕ್ಷತ್ರ,ಡಾ.ಬಸವರಾಜ ಕಲ್ಗುಡಿ,2017-02-23T12:24:44Z,23-02-2017,16/12/2010,ಸಾಹಿತ್ಯ ಮತ್ತು&zwj; ತತ್ತ್ವಶಾಸ್ತ್ರಕ್ಕಿರುವ ಸಂಬಂಧವನ್ನು ಕುರಿತ ಚರ್ಚೆ ಪಾಶ್ಚಿಮಾತ್ಯರಲ್ಲಿ ಭಿನ್ನ ಭಿನ್ನ ಹಂತಗಳನ್ನು ದಾಟುತ್ತ ಬಂದಿದೆ.,297,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,"ಸಾಹಿತ್ಯ, ಇತಿಹಾಸ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಕುರಿತ ಲೇಖನ",ನಕ್ಷೆ_ನಕ್ಷತ್ರ,ಡಾ.ಬಸವರಾಜ ಕಲ್ಗುಡಿ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Nakshe_Nakshathra
http://dli.ernet.in/kanaja/handle/2015/554176,ನಮ್ಮ_ಸಂಸ್ಕೃತಿ_ಪರಂಪರೆ,ಬೆಟಗೇರಿ ಕೃಷ್ಣಶರ್ಮ,2017-02-23T12:24:45Z,23-02-2017,24/01/2011,ಚೈತ್ರಾದಿವತ್ಸರ ಎಂದರೆ ಚೈತ್ರ ಮಾಸವನ್ನು ಮೊದಲನೆಯದನ್ನಾಗಿ ಹಿಡಿದು ಎಣಿಸುವ ಒಂದು ವರ್ಷದ ಕಾಲ. ಹಿಂದಣದಲ್ಲಿ ವರ್ಷದ ಅವಧಿಯನ್ನು ಐದು ರೀತಿಯಿಂದ ಎಣಿಸುವ ಪದ್ಧತಿ ಇದ್ದಿತು.,75,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಸಂಸ್ಕೃತಿ ಮತ್ತು ಪರಂಪರೆ,ನಮ್ಮ_ಸಂಸ್ಕೃತಿ_ಪರಂಪರೆ,ಬೆಟಗೇರಿ ಕೃಷ್ಣಶರ್ಮ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Namma_Samskruthi_Parampare
http://dli.ernet.in/kanaja/handle/2015/554194,ಆಟ,ಯಶವಂತ ಚಿತ್ತಾಲ,2017-02-27T07:03:28Z,25-02-2017,24/01/2011,"ಹೊನ್ನಪ್ಪಾಚಾರಿಯ ಮನೆಗೆ ಹೋಗಿ, ಒಂದು ಸಂಜೆಯ ಮಟ್ಟಿಗೆ ಸ್ವಲ್ಪ ಕರಗಸ ಬೇಕಾಗಿತ್ತು ಎಂದು ಹೇಳಿ, ಪಡಕೊಂಡು ಹಾಗೇ ಏಕನಾಥಶೆಟ್ಟಿಯ ಅಂಗಡಿಯಲ್ಲಿ ಪಾವುಸೇರು, ಮಳೆಗಳನ್ನು ಕೊಂಡು ಆ ಹಳೆ ಮನೆಯನ್ನು ತಲುಪುವುದರೊಳಗೆ ಹೊತ್ತು ಕಂತಲಿಕ್ಕೆ ಬಂದಿತ್ತು.",102,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಸಣ್ಣ ಕಥೆ,ಆಟ,ಯಶವಂತ ಚಿತ್ತಾಲ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Aata
http://dli.ernet.in/kanaja/handle/2015/554195,ಮೂರು_ತಲೆಮಾರು,ತ.ಸು.ಶಾಮರಾಯ,2017-02-27T07:03:28Z,25-02-2017,24/01/2011,ಒಳ್ಳೆ ಬೇಸಗೆಯ ಮಟಮಟ ಮಧ್ಯಾಹ್ನ. ಜೋಡು ಕುದುರೆಗಳನ್ನು ಕಟ್ಟಿದ್ದ ಪೆಟ್ಟಿಗೆಯ ಗಾಡಿಯೊಂದು ಕಣಕುಪ್ಪೆಯ ತಾಲೂಕ್  ಕಛೇರಿಯ ಕಾಂಪೌಂಡನ್ನು ಪ್ರವೇಶಿಸಿತು.,367,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಜೀವನ ಚರಿತ್ರೆ,ಮೂರು_ತಲೆಮಾರು,ತ.ಸು.ಶಾಮರಾಯ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Mooru_Talemaru
http://dli.ernet.in/kanaja/handle/2015/554197,ಸವ್ಯಸಾಚಿ_ಪಂಪ,ನಾಡೋಜ ಹಂಪ. ನಾಗರಾಜಯ್ಯ,2017-02-27T07:03:29Z,25-02-2017,16/12/2010,ಮುದ್ದುಮುದ್ದಾಗಿ ಬೆಳೆಯುತ್ತಿದ್ದ ಮಗು ಪದ್ಮಪ್ರಭ ಮನೆಯವರ ಬಾಯಲ್ಲಿ ಪದ್ಮಪನಾಗಿದ್ದ. ಜನರ ನಾಲಗೆಯಲ್ಲಿ ಪಂಪನಾಗಿದ್ದ.,205,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಕಾದಂಬರಿ,ಸವ್ಯಸಾಚಿ_ಪಂಪ,ನಾಡೋಜ ಹಂಪ. ನಾಗರಾಜಯ್ಯ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Savyasachi_Pampa
http://dli.ernet.in/kanaja/handle/2015/554198,ಹಂಸಗೀತೆ,ತ.ರಾ.ಸುಬ್ಬರಾವ್ ,2017-02-27T07:03:29Z,25-02-2017,24/01/2011,"ಚಿತ್ರದುರ್ಗದಲ್ಲಿ ಇಪ್ಪತ್ತುನಾಲ್ಕು ಗಂಟೆಯ ಕಾಲವೂ ನಡೆಯುವ ಸಂಸ್ಥೆಯೆಂದರೆ, ನಮ್ಮ ಕ್ಲಬ್  ಒಂದೇ. ಬರುವವರು ಬರುತ್ತಿರುತ್ತಾರೆ, ಹೋಗುವವರು ಹೋಗುತ್ತಿರುತ್ತಾರೆ-",120,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಐತಿಹಾಸಿಕ ಕಾದಂಬರಿ,ಹಂಸಗೀತೆ,ತ.ರಾ.ಸುಬ್ಬರಾವ್  ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Hamsagite
http://dli.ernet.in/kanaja/handle/2015/554200,ಆಯ್ದ_ಪ್ರಬಂಧಗಳು,ಪು.ತಿ.ನರಸಿಂಹಾಚಾರ್ ,2017-02-27T07:03:29Z,25-02-2017,24/01/2011,ಇಂದು ಗೋಕುಲಾಷ್ಟಮಿ. ಪುರಾಣ ಪುರುಷನೂ ಮಹಾಭಾರತ ವ್ಯಕ್ತಿಯೂ ಆದ ಗೀತಾಚಾರ್ಯನವತರಿಸಿದ ಪವಿತ್ರತಮವಾದ ದಿನವಿಂದು. ನಮಗಂತೂ ದೊಡ್ಡ ಹಬ್ಬ.,307,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಪ್ರಬಂಧ ಸಾಹಿತ್ಯ,ಆಯ್ದ_ಪ್ರಬಂಧಗಳು,ಪು.ತಿ.ನರಸಿಂಹಾಚಾರ್  ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Aayda_Prabandhagalu
http://dli.ernet.in/kanaja/handle/2015/554201,ಇತಿಹಾಸ_ಕಾವ್ಯಗಳು,ವಿ.ಸೀತಾರಾಮಯ್ಯ,2017-02-27T07:03:29Z,25-02-2017,24/01/2011,ರಾಮಾಯಣ ಗ್ರಂಥದ ಕರ್ತೃವಾಗಿ ಮಾತ್ರ ವಾಲ್ಮೀಕಿಯ ಹೆಸರು ನಮ್ಮಲ್ಲಿ ಪ್ರಾಧಾನ್ಯತೆ ಪಡೆದಿದೆ. ಆ ಹೆಸರಿನ ಮನುಷ್ಯನನ್ನು ಕುರಿತ ಸಂಗತಿಗಳು ಒಂದೊ ಎರಡೊ ಮಾತ್ರ.,254,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ವಿಮರ್ಶೆ,ಇತಿಹಾಸ_ಕಾವ್ಯಗಳು,ವಿ.ಸೀತಾರಾಮಯ್ಯ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Ithihaasa_Kavyagalu
http://dli.ernet.in/kanaja/handle/2015/554203,ಗಂಗವ್ವ_ಗಂಗಾಮಾಯಿ,ಶಂಕರ ಮೊಕಾಶಿ ಪುಣೇಕರ,2017-02-27T07:03:30Z,25-02-2017,24/01/2011,ಗಂಗವ್ವನನ್ನು ಎಲ್ಲರೂ ಬಲ್ಲರು. ನಾಲ್ವತ್ತನೆ ವರ್ಷಕ್ಕೆ ಪತಿಯನ್ನು ಕಳೆದುಕೊಂಡಮೇಲೆಯೂ ಅವಳು ಬದುಕಿದಳು.,309,ಕನ್ನಡ,ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,ಕರ್ನಾಟಕ ಸರ್ಕಾರ,ಕಾದಂಬರಿ,ಗಂಗವ್ವ_ಗಂಗಾಮಾಯಿ,ಶಂಕರ ಮೊಕಾಶಿ ಪುಣೇಕರ ನಿರ್ದೇಶಕರು ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ,Gangavva_Gangamayi
