id	lan_id	user_id	fuel_word_id	name	context	vote	create	update
34	21	0	37846	ಸಹಾಯಕ ತಂತ್ರಜ್ಞಾನದ ಆದ್ಯತೆಗಳು	Main menu – System – preferences - Assistive Technology preferences. Use the Assistive Technologies preference tool to enable assistive technologies in the GNOME Desktop.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
35	21	0	37401	 ದೃಢೀಕರಣ	Main menu – System – Administration – Authentication. This the configuration of Authentication.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
36	21	0	37402	ಸ್ವಯಂತಿದ್ದುಪಡಿ	Open office – oowriter – Tools – Auto correct. Sets the options for automatically replacing text as you type.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
37	21	0	37403	ಸ್ವಯಂಹೊಂದಿಕೆ	Open office – oowriter - Table – Autofit – Automatically fit the row height, column width and like same kind of other task.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
38	21	0	37404	ಸ್ವಯಂವಿನ್ಯಾಸ	open office – oowriter – Format – Auto format. Choose a predefined AutoFormat to apply to a selected area in your sheet.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
39	21	0	37405	ಸ್ವಯಂಪಠ್ಯ	Open office – Oowriter - Edit – AutoText. Creates, edits, or inserts AutoText. You can store formatted text, text with graphics, tables, and fields as AutoText.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
40	21	0	37613	ಸ್ವಯಂ ಪದಪರೀಕ್ಷೆ	Gedit – Tools - Autocheck Spelling. Automatically check the spelling.	0	2014-09-27 10:20:27	2014-09-27 10:20:27
41	21	0	37406	ಹಿಂದಕ್ಕೆ	Firefox – History – back. To go back to the previously visited page	0	2014-09-27 10:20:25	2014-09-27 10:20:25
42	21	0	37847	ಹಿನ್ನಲೆಗಳು ಹಾಗು ಲಾಂಛನಗಳು	Nautilus – Edit – Backgrounds and Emblems. Adding background and emblems	0	2014-09-27 10:20:30	2014-09-27 10:20:30
43	21	0	37614	ಗ್ರಂಥಸೂಚಿ ದತ್ತಸಂಚಯ	Open office – Oowriter – Tools - Bibliography Database. Insert, delete, edit, and organize records in the bibliography database.	0	2014-09-27 10:20:27	2014-09-27 10:20:27
44	21	0	37615	ಗ್ರಂಥಸೂಚಿ ನಮೂದು	Open office – Oowriter – Edit - Bibliography Entry. To edit bibliography entry.	0	2014-09-27 10:20:27	2014-09-27 10:20:27
45	21	0	37407	ಪುಟಗುರುತು	Firefox – Bookmark. To bookmark a visited page.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
46	21	0	37848	ಎಲ್ಲ ಪುಟಗಳನ್ನೂ ಪುಟಗುರುತುಮಾಡು	Firefox – Bookmark – Bookmark all Tabs. To bookmark all the opened Tabs.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
47	21	0	37849	ಈ ಪುಟವನ್ನು ಪುಟಗುರುತು ಮಾಡು	Firefox – Bookmark – Bookmark This Page. To bookmark the Current opened page.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
48	21	0	37616	ಕೆಳ ಪಟ್ಟಿ	Gedit – view – Bottom pane. To view the bottom pane.	0	2014-09-27 10:20:27	2014-09-27 10:20:27
49	21	0	37408	ಎಲ್ಲೆಗಳು	Open office – oowriter – View - Text Boundaries. Shows or hides the boundaries of the printable area of a page. The boundary lines are not printed.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
50	21	0	37617	ಕಡತಕೋಶಗಳನ್ನು ವೀಕ್ಷಿಸು	Nautilus – Browse folders	0	2014-09-27 10:20:27	2014-09-27 10:20:27
51	21	0	37409	ಗೆಳೆಯರು	Pidgin – Buddies. All about the your chat buddies	0	2014-09-27 10:20:25	2014-09-27 10:20:25
52	21	0	37618	ಗೆಳೆಯರ ಸಂಪರ್ಕ ಸೂಚನೆ	Pidgin – Tools – Buddy pounces. Buddy pounce is much like a macro, or a recorded action. When you set a pounce on someone, you can choose from a number of events, such as sign on or status change, and then you choose from a number of actions.	0	2014-09-27 10:20:27	2014-09-27 10:20:27
53	21	0	37850	ಅಂಶಸೂಚಕ ಹಾಗು ಸಂಖ್ಯಾವಿನ್ಯಾಸ	Open office – Oowriter – Format - Bullets and Numbering. Displays the different bullet styles that you can apply.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
54	21	0	37619	ಸಂಸ್ಥೆಯ ಕ್ರಮದಲ್ಲಿ	Evolution – Contacts – View – Current view – By company.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
55	21	0	37623	ಸಿ. ಡಿ. ಚಾಲಕ	Main menu – Sound & video -CD Player. Opens CD Player application.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
56	21	0	37851	ಸಿ.ಡಿ/ಡಿ.ವಿ.ಡಿ ರಚಕ	Main menu – System tools – CD/DVD creator. Opens the CD/DVD creator file browser.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
57	21	0	37410	ಲೆಕ್ಕಹಾಕು	Open office – oowriter – Tools-calculate Calculates the selected formula and copies the result to the clipboard.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
58	21	0	37411	ಗುಣಕ	Main Menu – Accessories- Calculator. An application	0	2014-09-27 10:20:25	2014-09-27 10:20:25
59	21	0	37412	ದಿನಸೂಚಿ	Main Menu – Office – Calendar. Opens the calendar application.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
60	21	0	37620	ಮರುಸ್ಥಾಪನೆ ಸಾಧ್ಯವಿಲ್ಲ	Open office -Edit - Can't Restore. In a new document there is nothing to restore.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
61	21	0	37621	ರದ್ದತಿ ಸಾಧ್ಯವಿಲ್ಲ	Open office -Edit - Can't Undo. n a new document there is nothing to undo.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
62	21	0	37413	ರದ್ದು	Gdm – Cancel. Cancel 'll exit the dialog.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
63	21	0	37414	ಶೀರ್ಷಿಕೆ	open office – oowriter - Insert – Caption. Adds a numbered caption to a selected graphic, table, frame, text frame, or drawing object.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
64	21	0	37622	ಕ್ಯಾರಟ್ ಗುರುತಿನ ಸ್ಥಿತಿ	Evolution – Mail – View – Caret mode. Click this option if you would like see a caret or cursor in the Yelp Browser Pane. This allows you to browse the document more easily by showing where the cursor is located in the document.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
65	21	0	37624	ಕೋಶದ ಒಳಪಿಡಿ	Open office – OOcalc – Tools – Cell contents. Opens a submenu with commands to calculate tables and activate AutoInput.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
66	21	0	37415	ಕೋಶಗಳು	Open office – Oocalc – Format – cells – Formatting the selected cells	0	2014-09-27 10:20:25	2014-09-27 10:20:25
67	21	0	37625	ದೊಡ್ಡ/ಸಣ್ಣ ಅಕ್ಷರ	Open office – Oowriter – Format – Change case. Changes the case of the selected characters, or if the cursor is in a word, changes the case of all of the characters in the word.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
68	21	0	37852	ಗಣಕತೆರೆ ಹಿನ್ನೆಲೆಯನ್ನು ಬದಲಾಯಿಸು	Main Menu - System – preference – Display. To configure the display.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
69	21	0	37626	ಭಾಷೆಯನ್ನು ಬದಲಾಯಿಸು	Gdm – To change the language of the system.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
70	21	0	37627	ಪರಿಚೆಯನ್ನು ಬದಲಾಯಿಸು	Terminal – Edit – Change profile. With some option you can change the profile.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
71	21	0	37628	ಅಧಿವೇಶನವನ್ನು ಬದಲಾಯಿಸು	Gdm – To change the session of the system.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
72	21	0	37416	ಬದಲಾವಣೆಗಳು, ಮಾರ್ಪಾಡುಗಳು	Open office – Oowriter – Edit – Changes. The Changes dialog specifies various options for highlighting recorded changes in documents.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
73	21	0	37417	ಅಕ್ಷರ	Open office – Oowriter – Format- character. Changes the font and the font formatting for the selected characters.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
74	21	0	37629	ಅಕ್ಷರ ಸಂಕೇತ ವ್ಯವಸ್ಥೆ	Firefox – View – Character encoding. Allows you to manually change the character encoding on a web page. Firefox usually does this automatically.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
75	21	0	37630	ಅಕ್ಷರ ನಕ್ಷೆ	Main Menu – Accessories – Character Map. Opens the character map.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
76	21	0	37418	ನಕ್ಷೆ	Open office – Oocalc – Insert – chart. You can insert a copy of a chart that is not updated when you modify the chart data in the spreadsheet.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
77	21	0	37631	ಪದಪರೀಕ್ಷಣೆ	Gedit – Tools - Check Spelling. Checks the spelling in the document.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
78	21	0	37853	ಕಸವಿದೆಯೆ ಪರೀಕ್ಷಿಸು	Evolution – Mail – Messages - Check for Junk. Checking for junk mails	0	2014-09-27 10:20:30	2014-09-27 10:20:30
79	21	0	37854	ಇತ್ತೇದನಗಳಿಗೆ ಪರೀಕ್ಷಿಸು	Firefox – Help – Check for updates. Displays a dialog which checks for updates to Firefox and asks you whether you want to download updates if any are available	0	2014-09-27 10:20:30	2014-09-27 10:20:30
80	21	0	37855	ಹೆಸರುಗಳ ಅನುಸಾರ ಸ್ವಚ್ಛಗೊಳಿಸು	Right click on desktop - Clean UP by Name	0	2014-09-27 10:20:30	2014-09-27 10:20:30
81	21	0	37856	ಹೆಸರುಗಳ ಅನುಸಾರ ಸ್ವಚ್ಛಗೊಳಿಸು	Right click on nautilus - Clean UP by Names	0	2014-09-27 10:20:30	2014-09-27 10:20:30
82	21	0	37419	ತೆರವು	Evolution – Search – Clear. Clears the search text box entry.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
83	21	0	37632	ಬೆಳಗಿಸಿರುವುದನ್ನು ತೆರವುಗೊಳಿಸು	Gedit – Search - Clear Highlight.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
84	21	0	37633	ಖಾಸಗಿ ದತ್ತಾಂಶವನ್ನು ಅಳಿಸು	Firefox – Tools – Clear private Data. Allows you to erase your browsing history, temporarily stored files, cookies, and other private data	0	2014-09-27 10:20:28	2014-09-27 10:20:28
85	21	0	37420	ಮುಚ್ಚು	Gedit, open office – File - close. To close the application.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
86	21	0	37634	ಎಲ್ಲವನ್ನೂ ಮುಚ್ಚು	Gedit – Document – Close All. Closes all the documents.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
87	21	0	37857	ಎಲ್ಲ ಕಡತಕೋಶಗಳನ್ನು ಮುಚ್ಚು	Nautilus – File – Close all Folders. Closes all the folders	0	2014-09-27 10:20:30	2014-09-27 10:20:30
88	21	0	37858	ಮೇಲಿನ ಕಡತಕೋಶಗಳನ್ನು ಮುಚ್ಚು	Nautilus – File – Close parent Folders. Closes the parent folders	0	2014-09-27 10:20:30	2014-09-27 10:20:30
89	21	0	37635	ಜಾಲಪುಟವನ್ನು ಮುಚ್ಚು	Terminal – File – Close Tab. Closes the tab.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
90	21	0	37636	ಕಿಟಕಿಯನ್ನು ಮುಚ್ಚು	Terminal – File – Close window. Closes the window.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
91	21	0	37859	ಎಲ್ಲ ಎಳೆಗಳನ್ನು ಕೂಡಿಸು	Evolution – Mail – View - Collapse All Threads.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
92	21	0	37637	ಬಣ್ಣ / ಬೂದುಶ್ರೇಣಿ	Open office – Oodraw – View – Color/Grayscale.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
93	21	0	37421	ಉದ್ದಸಾಲು	Open office – Oowriter – Insert – column. Inserting column in a table or spreadsheet.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
94	21	0	37860	ಉದ್ದಸಾಲು ಮತ್ತು ಅಡ್ಡಸಾಲಿನ ತಲೆಬರಹಗಳು	Open office – Oocalc – View - Column & Row Headers	0	2014-09-27 10:20:30	2014-09-27 10:20:30
95	21	0	37638	ದಸ್ತಾವೇಜುಗಳನ್ನು ಹೋಲಿಸು	Open office – Oowriter – Edit - Compare Documents. Compares the current document with a document that you select.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
96	21	0	37861	ಹೊಸ ಸಂದೇಶ ರಚಿಸು	Evolution – Mail – Message - Compose New Message. Composes a new message.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
97	21	0	37422	ಗಣಕ	Main menu – Places – Computer.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
98	21	0	37639	ನಿಬಂಧನಗಳೊಂದಿಗೆ ವಿನ್ಯಾಸ	Open office – Oowriter - Format – Conditional Formatting. Choose Conditional Formatting to define format styles depending on certain conditions.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
99	21	0	37640	ಸಂರಚನ ಸಂಪಾದಕ	Main Menu – System tools – Configuration Editor. Opens the configuration Editor.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
100	21	0	37862	ಪೂರೈಕೆಗಣಕಕ್ಕೆ ಸಂಪರ್ಕಿಸು	Main menu – Place – Connect to server. Connect to server dialog 'll open. There you can configure the server to be connected.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
101	21	0	37641	ಜೋಡಣೆ ಮಾಹಿತಿ	Gdm – Connection Information. Shows the network connection information.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
102	21	0	37423	ಕ್ರೋಡೀಕರಿಸು	Open office – oocalc – Data – consolidate. Combines data from one or more independent cell ranges and calculates a new range using the function that you specify.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
103	21	0	37424	ಸಂಪರ್ಕ	Main Menu – Internet – Contacts. Opens the contacts application.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
104	21	0	37425	ಒಳಪಿಡಿ	Help – contents for most of the application.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
105	21	0	37426	ನಿಯಂತ್ರಣ	Open office – oocalc – Format – Control. It formats a control	0	2014-09-27 10:20:25	2014-09-27 10:20:25
106	21	0	37427	ಪರಿವರ್ತಿಸು	Open office – Oowriter – Table – Convert. Converts the selected text into a table, or the selected table into text.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
107	21	0	37642	ಕಾರ್ಯಕ್ಕೆ ಪರಿವರ್ತಿಸು	Evolution – Task - Convert to Task	0	2014-09-27 10:20:28	2014-09-27 10:20:28
108	21	0	37428	ಪ್ರತಿಮಾಡು	Open office, Firefox, Gedit... – Edit – Copy. Copies the selection to the clipboard.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
109	21	0	37863	ಎಲ್ಲಾ ಸಂಪರ್ಕವಿಳಾಸವನ್ನು ಇಲ್ಲಿಗೆ ಪ್ರತಿ ಮಾಡು	Evolution – Contacts – Actions- Copy All Contact to. Copies all the contacts to specified place.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
110	21	0	37864	ಸಂಪರ್ಕವಿಳಾಸವನ್ನು ಇಲ್ಲಿಗೆ ಪ್ರತಿ ಮಾಡು	Evolution – Contacts – Actions- Copy Contact to. Copies the selected contacts to specified place.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
111	21	0	37865	ಕಡತಕೋಶವನ್ನು ಇಲ್ಲಿಗೆ ಪ್ರತಿ ಮಾಡು...	Evolution – Mail – Folder- Copy Folder to. Copies selected Folder to specified place.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
112	21	0	37866	ಕಡತಕೋಶಕ್ಕೆ ಪ್ರತಿ ಮಾಡು	Evolution – Mail – Message - Copy to Folder. Copies the mesages to the folder.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
113	21	0	37429	ರಚಿಸು	Open office – Oocalc – Insert – Names – Create. Allows you to automatically name multiple cell ranges.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
114	21	0	37643	ದಸ್ತಾವೇಜು ರಚಿಸು	Right click on the desktop – Create Document. Creates a document on the desktop.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
115	21	0	37644	ಕಡತಕೋಶವನ್ನು ರಚಿಸು	Right click on the desktop – Create Folder. Creates a folder on the desktop.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
116	21	0	37645	ಆರಂಭಕವನ್ನು ರಚಿಸು	Right click on the desktop – Create Launcher. Creates a launcher of any application on the desktop.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
117	21	0	37646	ನಿಯಮವನ್ನು ರಚಿಸು	Evolution – Mail – Message – Create rule. Creates filter rule for message.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
118	21	0	37867	ಹುಡುಕಾಟದಿಂದ ಹುಡುಕು ಕಡತಕೋಶವನ್ನು ರಚಿಸು	Evolution – Mail – Search - Create Search Folder from Search.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
119	21	0	37647	ಅಡ್ಡ-ಉಲ್ಲೇಖ	Open office – Oowriter – Insert – Cross-reference. Cross-references allow you to jump to specific text passages and objects in a single document. A cross-reference consists of a target and a reference that are inserted as fields in the document.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
120	21	0	37648	ಸದ್ಯದ ಪರಿಸರ	Terminal – View – current locale	0	2014-09-27 10:20:28	2014-09-27 10:20:28
121	21	0	37649	ಸದ್ಯದ ಪರಿಚೆ?	Terminal – View – current profile	0	2014-09-27 10:20:28	2014-09-27 10:20:28
122	21	0	37650	ಸದ್ಯದ ನೋಟ	Evolution – Mail – View – Current view. Shows the current view option	0	2014-09-27 10:20:28	2014-09-27 10:20:28
123	21	0	37651	ಅಗತ್ಯಾನುಗುಣ ಚಿತ್ರಸಂಚಲನ	Open office – Ooimpress – Slide show – Custom animation.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
124	21	0	37868	ಅಗತ್ಯಾನುಗುಣ ಜಾರುಫಲಕ ಪ್ರದರ್ಶನ	Open office – ooimpress – Slide show – Custom Slide show. Runs the custom slide show you selected when you click Start	0	2014-09-27 10:20:30	2014-09-27 10:20:30
125	21	0	37430	ಅಗತ್ಯಾನುಗುಣ	Open office – Oocalc – Tools – Customize. It customize the menus, Keyboard, Toolbars, Event.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
126	21	0	37431	ಕತ್ತರಿಸು	Open office, Firefox, Gedit... – Edit – Cut. Removes and copies the selection to the clipboard.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
127	21	0	37667	DOM ಪರೀಕ್ಷಕ	It is an addon for firefox.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
128	21	0	37432	ದತ್ತಮಾದರಿ	Open office – Oocalc - Data - DataPilot. Specify the layout of the table that is generated by the DataPilot.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
129	21	0	37869	ದಿನಾಂಕ ಮತ್ತು ಸಮಯ	Main menu – System – Administration – Date & Time. Configures the system Date & Time.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
130	21	0	37433	ದಿನ	Evoution – Mail – View – Current view – Day.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
131	21	0	37652	ದಿನದ ನೋಟ	Evolution – Mail – View – Current view – Day view. Shows the day view	0	2014-09-27 10:20:28	2014-09-27 10:20:28
132	21	0	37653	ದೋಷ ನಿದಾನ ಕಿಟಕಿ	Pidgin – Help – Debug window.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
133	21	0	37654	ಪೂರ್ವನಿಯೋಜಿತ ವಿನ್ಯಾಸ	Open office – Oowriter – Format – Default Formatting. Removes direct formatting and formatting by character styles from the selection.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
134	21	0	37655	ಪೂರ್ವನಿಯೋಜಿತ ಮುದ್ರಕ	Main menu – System – Preferences – Default Printer. Configure the Default printer.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
135	21	0	37870	ಪೂರ್ವನಿಯೋಜಿತ ವ್ಯವಸ್ಥೆಯ ಅಧಿವೇಶನ	Gdm - Sets the default system session.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
136	21	0	37656	ವ್ಯಾಪ್ತಿಯನ್ನು ಸೂಚಿಸು	Open office – Oocalc - Data – Define Range. Defines data range.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
137	21	0	37657	ನೋಟಗಳನ್ನು ಸೂಚಿಸು	Evolution – View – Define views.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
138	21	0	37434	ಅಳಿಸು	Evolution – Mail – Folder – Delete. Deletes the selected folder.	0	2014-09-27 10:20:25	2014-09-27 10:20:25
139	21	0	37658	ಕೋಶಗಳನ್ನು ಅಳಿಸು	Open office -Oocalc – Edit – Delete Cells. Deletes the selected cells	0	2014-09-27 10:20:28	2014-09-27 10:20:28
140	21	0	37659	ಒಳಪಿಡಿಯನ್ನು ಅಳಿಸು	Open office -Oocalc – Edit – Delete Contents. Deletes the selected cells content only.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
141	21	0	37871	ಕೈಯಾರ ತಡೆಯನ್ನು ಅಳಿಸು	open office -oowriter – Insert - Delete Manual Break. Deletes the manual page break.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
142	21	0	37660	ಸಂದೇಶವನ್ನು ಅಳಿಸು	Evolution – mail – Message – Delete message . Deletes the selected messages.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
143	21	0	37661	ಜಾರುಫಲಕವನ್ನು ಅಳಿಸು	Open office – Ooimpress – Edit - Delete Slide. Deletes the selected slide.	0	2014-09-27 10:20:28	2014-09-27 10:20:28
144	21	0	37872	ಈ ಪಟ್ಟಿಯನ್ನು ಅಳಿಸು	Right click on panel and you can delete the panel.	0	2014-09-27 10:20:30	2014-09-27 10:20:30
